Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
10/29/1997,"Jalal-Abad, Afghanistan",34.4283529,70.4578019,Ariana Afghan Airlines,,Yakovlev YAK-40,26,2,0
10/30/1997,"Near La Roche, Alberta, Canada",53.9332706,-116.5765035,,Fort MMurray - La Loche,Cessna 206 Seneca,6,3,0
11-08-1997,"Near Barrow, Alaska",71.2905556,-156.7886111,Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,8,8,0
12-05-1997,"Irkutsk-2, Russia",52.2854834,104.2890222,Military - Russian Air Force,Irkutsk - Vladivostok,Antonov AN-124-100,23,23,44
12-09-1997,"Little Grand Rapids, Canada",52.0381436,-95.4641402,Sowind Air,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,17,4,0
12/13/1997,"La Veriente, Bolivia",-16.290154,-63.588653,STAP,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,19,10,0
12/16/1997,"Sharjah, United Arab Emirates",25.3461555,55.4210932,Tajikistan Airlines,Dushanbe - Sharjah,Tupolev TU-154,86,85,0
12/16/1997,"Near Mackenzie, British Colombia, Canada",55.3380971,-123.0945192,Terry Air Inc.,Mackenzie - Bear Valley,Cessna 402C,3,3,0
12/17/1997,"Fotina, Greece",40.2204814,22.3137232,Aerosweet Airlines (LVOV),Odessa - Thessaloniki,Yakovlev YAK-42,70,70,0
12/19/1997,"Near Palembang, Indonesia",-2.9760735,104.7754307,SilkAir,Jakarta - Hatta - Singapore,Boeing B-737-300,104,104,0
12/20/1997,"Tanagra, Greece",38.2365948,23.5252319,Military - Greek Air Force,Search mission,Lockheed C-130H Hercules,5,5,0
12/27/1997,"AtlantiOcean, off Angola",41.6347726,-84.9994088,Renan Airways,"Abidjan - Rundu, Nambia",Antonov An-72,5,5,0
12/28/1997,Over the PacifiOcean,,,United Air Lines,Tokyo - Honolulu,Boeing B-747-122,393,1,0
12/31/1997,"Rio Sidra, Panama",9.2333333,-78.0166667,Parsa,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,10,10,0
01-09-1998,"Maiden, North Carolina",35.5756889,-81.2117473,Mountain Air Cargo,"Maiden, NC - Greensboro, NC",Cessna 208B Caravan I,1,1,0
01/13/1998,"Tor Kach, Pakistan",31.1978625,67.0047984,Ariana Afghan Airlines,Kandahar - Heart,Antonov AN-12BP,51,51,0
01/13/1998,"Brno, Czech Republic",49.1950602,16.6068371,Aeroservice International,Gomel - Kunovice,Let 410UVP,2,2,0
01/27/1998,"Yangon (Rangoon), Myanmar",16.9143488,96.1526985,Myanmar Airways,Thandwe - Sittwe,Fokker F-27 Friendship 600,45,16,0
02-02-1998,"Pagalungan, Philippines",6.9692802,124.7519807,Cebu PacifiAir,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,104,104,0
02-03-1998,"Near Cavalese, Trento, Italy",46.2912024,11.4605662,Military - U.S. Marine Corps,,Grummand EA-6B,2,0,20
02-04-1998,"Terceira, Portugal",38.7216415,-27.2205771,Air Luxor,Terceira - Lisbon,Antonov 12BP,7,7,0
02-05-1998,"Near Navafria, Spain",41.0548094,-3.8254599,Military - Spanish Air Force,,CASA 212-S1 Aviocar 100,5,5,0
02-12-1998,"Near Nasir, Sudan",8.6228644,33.0704605,Military - Sudan Air Force,,Antonov AN-32,57,27,0
02/16/1998,"Taipei, Taiwan",25.0329636,121.5654268,China Airlines (Taiwan),Denpasar - Taipei,Airbus A300-622R,196,196,7
03-05-1998,"Near Clarksville, Tennesee",36.5297706,-87.3594528,Baron Aviation,"Memphis, TN - Bowling Green, KY",Cessna 208B Caravan I Super Cargomaster,1,1,0
03-07-1998,"Bismark, North Dakota",46.8054947,-100.7876931,Corporate Air,Grand Forks - Bismark,Cessna 208B Caravan I Super Cargomaster,1,1,0
03-10-1998,"Mombasa, Kenya",-4.0434771,39.6682065,Air Memphis,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,6,6,0
03/18/1998,"Off Hsinchu, Taiwan",24.8138287,120.9674798,Formosa Airlines,Hsinchu - Kao Hsiung,Saab340B,13,13,0
03/19/1998,"Near Charasyab, Afghanistan",34.3379243,69.2162327,Ariana Afghan Airlines,Dubai - Kandahar - Kabul,Boeing B-727-228,45,45,0
03/22/1998,"Bacolod, Philippines",10.6713397,122.9510716,Philippine Air Lines,Manila - Bacolod,Airbus A.320-214,127,0,3
03/28/1998,"Piura, Peru",-5.1782884,-80.6548882,Fuerza Aérea del Peru,Tumbes - Piura,Antonov AN-32,55,22,1
03/31/1998,"Near Mexico City, Mexico",19.4326077,-99.133208,Linea Aérea Mexicana de Carga,,Convair CV-240-53,4,2,0
04/20/1998,"Near Bogota, Colombia",4.7109886,-74.072092,Air France,Bogota - Quito,Boeing B-727-230,53,53,0
05-05-1998,"Andoas, Peru",-2.9051835,-76.4027937,Fuerza Aérea del Peru,Iquitos - Andoas,Boeing B-737-282,88,75,0
05-12-1998,"Near Nema, Mauritania",16.6143698,-7.2598913,Military - Mauritanian Air Force,Nema - Nouakchott,Xian Yunshuji Y-7-100C,42,39,0
05/25/1998,"Near Longtiang, Laos",19.1109553,102.9219684,Military - Lao People's Liberation Army Air Force,Vientiane - Xiang Khoang,Yakovlev YAK-40,26,26,0
05/25/1998,"Indian Trail, North Carolina",35.0768141,-80.6692352,Air Taxi - US Helicopters Inc.,"Charlotte, NC - Monroe, NC",Bell 206L-3,5,5,0
05/26/1998,"Near Erdenet, Mongolia",49.054082,104.0716533,MIAT - Mongolian Airlines,Erdenet - Moron,Harbin Yunshuji Y-12 II,28,28,0
06/18/1998,"Montreal, Canada",45.5018869,-73.5673919,Propair,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,11,11,0
06/25/1998,"Mt. Waialeale, Hawaii",22.0706522,-159.4961272,Air Taxi - Ohana Helicopter Tours,Sightseeing,Eurocopter AS-350-BA,6,6,0
07/13/1998,"Off Rasal, United Arab Emirates",25.8006926,55.9761994,ATI Aircompany,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,8,8,0
07/16/1998,"Córdoba, Argentina",-31.4200833,-64.1887761,Alas del Sur,Tucumán - Córdoba,Rockwell Sabreliner 60,3,3,0
07/17/1998,"Asmara, Eritrea",15.3228767,38.9250517,Ukraine Aviation Transport Company,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,10,10,0
07/23/1998,"Pico de Orizaba, Mexico",19.0303819,-97.2680761,Military - Mexican Air Force,,Shorts SC-7 Skyvan 3-100,4,4,0
07/27/1998,"Southhampton, England",50.9105468,-1.4049018,Plane Sailing,VP-BPS,Consolidated PBY-5A Catalina,18,4,0
07/28/1998,"Barcelona, Spain",41.3873974,2.168568,Swifair,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,2,2,0
07/29/1998,"Manacapuru River, Brazil",-3.052895682,-61.62141005,Selva Taxi Aero,Tefe - Manaus,Embraer 110 Bandeirante,24,5,0
07/30/1998,"Kochi, India",9.9312328,76.2673041,Alliance Airlines,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,6,6,2
02/25/1999,"Genoa, Italy",44.4056499,8.946256,Minerva Airlines,Cagliar - Genoa,Dornier 328-110,31,4,0
07/30/1998,"Near Quiberon, France",47.482133,-3.121053,Proteus Air / Private,Lyon - Lorient,Beechcraft 1900D / Cessna 177,15,15,0
08-04-1998,"Kincolith, British Columbia, Canada",54.994444,-129.954167,Harbour Air Seaplanes Ltd.,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,5,5,0
08-11-1998,"Saurimo, Angola",-9.6612173,20.3904598,Alada,,Antonov An-12BP,13,1,0
08/19/1998,"Foveaux Strait, New Zealand",-46.5893332,168.0628923,Vincent Aviation,Stewart Island - Invercargill,Cessna 402C,10,5,0
08/21/1998,"Near Ghorepani, Nepal",28.4007902,83.6999856,Lumbini Airways,Jomsom - Pokhara,de Havilland Canada DHC-6 Twin Otter 300,18,18,0
08/23/1998,"Roseau, Dominica",15.3091676,-61.3793554,Air Anguilla,St. Maarten - Roseau,Cessna 402C,11,11,0
08/24/1998,"Pretoria, South Africa",-25.7478676,28.2292712,Speed Service Couriers,Pretoria - Durban,DC-3-65TP,2,1,0
08/24/1998,"Manibagi, Myanmar",21.916221,95.955974,Myanmar Airways,Rangoon - Tachilek,Fokker F-27 Friendship 600,44,44,0
08/29/1998,"Quito, Ecuador",-0.1806532,-78.4678382,Cubana de Aviacion,Quito - Guayaquil - Havana,Tupolev TU-154M,91,70,10
09-02-1998,Angola,-11.202692,17.873887,Permaviatrans,,Antonov AN-26,24,24,0
09-02-1998,"Off Peggy's Cove, Nova Scotia, Canada",44.4939204,-63.9140476,Swissair,New York City - Geneva,McDonnell Douglas MD-11,229,229,0
09-09-1998,"Port Alsworth, Alaska",60.1981603,-154.3240808,Rusts Flying Service Inc.,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,5,5,0
09-10-1998,"Islamabad, Pakistan",33.6844202,73.0478848,Military - Pakistan Air Force,,Lockheed C-130B Hercules,5,5,0
07-01-1999,"Luzamba, Angola",-9.116389,18.049528,Savanair,Huambo - Luanda,Antonov 12B,5,1,0
01-08-2001,"Near Silimo, Indonesia",-4.4648706,138.9453684,Military - Tentara Nasional Indonesia Navy,Timika - Jayapura,CASA 212-MP Aviocar 200,9,9,0
09/14/1998,"Mount Cook, New Zealand",-43.5949749,170.1417883,Air taxi - Air Safaris Inc.,Sightseeing,Cessna 177B Cardinal,3,3,0
09/25/1998,"Near Nador, Morroco",35.1686165,-2.9275836,Paukn Air,Malaga - Melilla,British Aerospace BAe-146-100,38,38,0
09/28/1998,"Praia, Cape Verde",14.9452652,-23.5014213,Cabo Verde Airlines,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,22,1,0
09/29/1998,"Off Mannar, Sri Lanka",8.9809743,79.9044149,Lionair,Jaffna - Colombo,Antonov AN-24RV,55,55,0
10-02-1998,"Near Canaima, Venezuela",6.2390194,-62.8529363,Servivensa,Sighteeing,Douglas DC-3C,27,1,0
10-10-1998,"Near Kindu, Congo",-2.9492205,25.9231471,Congo Airline,Kindu - Kinshasa,Boeing B-727-30,41,41,0
10/21/1998,"Yerevan, Armenia",40.1872023,44.515209,Ararat Avia,Yerevan - Krasnodar,Yakovlev YAK-40,37,0,4
10/21/1998,"Fortaleza, Brazil",-3.7327203,-38.5270134,Capital Taxi Aereo,Teresina - Fortaleza,Embraer 120RT Brasilia,3,3,1
10/25/1998,"Rwenzori mountains, Uganda",0.3209596,29.9105365,TanaMana Aviation,,Britten-Norman BN-2A-3 Islander,11,4,0
11-01-1998,"Near Quetzaltenango, Guatemala",14.8446068,-91.5231866,Living Water Teaching Ministries Charter,Plaa Grande - Quetzaltenango,Douglas DC-3C,18,11,0
11-11-1998,"Near Krasnoyarsk, Russia",56.0152834,92.8932476,Sakha Airlines,Krasnoyarsk - Mirny,Antonov AN-12,13,13,0
11/17/1998,"Koror, Nepal",28.394857,84.124008,Paradise Air,,Cessna 207 Skywagon,9,9,0
11/21/1998,"Edgewater, Maryland",38.940564,-76.5629398,Private,"Brunswick, GA - Annapolis, MD",Burgess RV-6 experimental,1,1,0
11/23/1998,"Victoria, British Columbia",48.4284207,-123.3656444,Regency Express Air,Vancouver - Victoria,Cessna 208B Caravan I Super Cargomaster,2,2,0
11/27/1998,"King Island, Tasmania",-39.8753477,143.9370758,,,,6,4,0
12-02-1998,"Umpire, Arkansas",34.2789981,-94.0507527,Yates Aviation,"Mena, AR - Texarcana, TX",Cessna 501 Citation I SP,1,1,0
12-07-1998,"Baie-Comeau, Canada",49.2212971,-68.1503944,Air Satellite,Point-Lebel - Rimouski,Britten-Norman Trislander,10,7,0
07-02-1999,"Sittwe, Myanmar",20.1527657,92.8676861,Myanmar Airways,Yangon - Sittwe,Fokker F-27 Friendship 600,8,8,0
12-11-1998,"Near Surat Thani, Thailand",9.1341949,99.3334198,Thai Airways,Bangkok - Surat Thani,Airbus A-310-204,146,102,0
12/14/1998,"Near Cuito, Angola",-12.3940412,16.9417632,Khors Aircompany,,Antonov AN-12BP,11,11,0
12/17/1998,"Saurimo, Angola",-9.6612173,20.3904598,Zanex,Luanda - Saurimo,Antonov 12,10,1,0
12/22/1998,"Medellín, Colombia",6.2476376,-75.5658153,SELVA,Bogotá - Medellín,Antonov 32B,5,5,0
12/26/1998,"Vila Nova, Angola",-11.202692,17.873887,Transafrik,Huambo - Saurimo,Lockheed Martin L-100-30 Hercules,14,14,0
01-02-1999,"Near Huambo, Angola",-12.7739761,15.7468535,Transafrik - United Nations Charter,Huambo - Luanda,Lockheed L-100-30 Hercules,9,9,0
01-12-1999,"Guernsey, Channel Islands, England",49.4481982,-2.58949,Channel Express,London - Guernsey,Fokker F-27 Friendship 600,2,2,0
01/13/1999,"Geilenkirchen, Germany",50.967168,6.1174584,Military - German Air National Guard,,Boeing KC-135E,4,4,0
01/13/1999,"Mayne Island, British Columbia, Canada",48.8476105,-123.2838914,Kelowna Flightcraft Air Charter,Vancouver - Victoria,Douglas DC-3C,2,2,0
01/16/1999,"Coconut Island, QLD, Australia",-10.0499406,143.0676416,Uzu Air,Horn Island - Coconut Island,Britten Norman BN-2A-26,4,3,0
01/17/1999,"Jumla, Nepal",29.2889218,82.3017728,Necon Air,Jumla - Nepalgunj,Cessna 208 Caravan I,12,4,0
01/21/1999,"Bluefields, Nicaragua",12.0111402,-83.7703693,Fuerza Aérea Nicaragua,Managua - Bluefields,Antonov AN-26,28,28,0
02-02-1999,"Luanda, Angola",-8.8146556,13.2301756,Savannair,Luanda - Lucapa,Antonov AN-12,14,14,13
02-03-1999,"Hoskins, Papua New Guinea",-5.4817061,150.3935521,Airlink,Hoskins - Kandrian,Britten Norman BN-2A Trislander,11,11,0
02-08-1999,"Kinshasa,  DemocratiRepubliCongo",-4.3032527,15.310528,Air Karibu,Kinshasa - Mbandaka,Lockheed L-188A Electra,7,7,0
02-12-1999,"Near Bishop, California",37.3614238,-118.3996636,Ameriflight,Tonopath - Bishop,Beechcraft C99,1,1,0
02/24/1999,"Rui'an, China",27.7783799,120.65518,China Southwest Airlines,Chengdu - Wenzhou,Tupolev TU-154,61,61,0
03-07-1999,"New Delhi, India",28.6139391,77.2090212,Military - Indian Air Force,Gwalior -  Pokhran - New Delhi,Antonov AN-32 Transport,19,19,3
03/18/1999,"Near Tame, Colombia",6.4586679,-71.7347737,ALIANSA Colombia,Cucuta - El Yopal,Douglas DC-3C (C-47A-DK),8,8,8
03/19/1999,"Davis Inlet, Newfoundland, Canada",55.86524,-60.849828,Provincial Airlines,Goose Bay - Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,2,1,0
04-07-1999,"Ribeirao Preto, Brazil",-21.1694018,-47.8110855,Manacá Táxi Aéreo,Training,Learjet 24D,5,5,0
04-07-1999,"Near Ceyhan, Turkey",37.028765,35.8124309,Turkish Airlines (THY),Adana - Ciddah,Boeing 737-4Q8,6,6,0
04-08-1999,"Near Malaga, Colombia",6.7018002,-72.7320617,Aerotaca,Bucaramanga - Malaga,de Havilland Canada DHC-6 Twin Otter 300,5,5,0
04/15/1999,"Shanghi, China",31.230416,121.473701,Korean Air,"Shanghi, China - Seoul, Korea",McDonnell Douglas MD-11,3,3,0
05-08-1999,"Off Port Vila, Vanuatu",-17.7332512,168.3273245,Vanair,Espírita Santo - Port Vila,de Havilland Canada DHC-6 Twin Otter 300,12,7,0
05/24/1999,"Kunching, Malaysia",1.5533785,110.359503,Military - Malaysian Air Force,Training,de Havilland Canada DHC-4A,5,5,0
05/29/1999,"Ol Kiombo, Kenya",-1.4086937,35.1105934,Malindi Air Services,Ol Kiombo - Mara Sika AS,Let 410UVP-E,2,2,0
06-01-1999,"Little Rock, Arkansas",34.7444618,-92.2880157,American Airlines,Dallas-Fort Worth - Little Rock,McDonnell Douglas MD-82,145,11,0
06-03-1999,"Near Khartoum, Sudan",15.5006544,32.5598994,Military - Sudan Air Force,Kassala - Khartoum,Antonov 32,50,50,0
06-09-1999,"Coron, Philippines",12.0489179,120.1519011,PacifiAirways,,Britten-Norman BN-2A-21 Islander,1,1,0
06-09-1999,"Juneau, Alaska",58.3004933,-134.4201306,Air Taxi - Coastal Helicopters Inc.,Sightseeing,Eurocopter AS-350BA,7,7,0
06/17/1999,"Goroka, Papua New Guinea",-6.0834773,145.3862638,Airlink,Nadzab - Goroka,Embraer 110P2 Bandeirante,17,17,0
06/25/1999,"Long Haul Lake, Manatoba, Canada",52.2426037,-96.1375396,Blue Water Aviation Services,Test flight,de Havilland Canada DHC-3 Otter,2,1,0
06/30/1999,"Seraing, Belgium",50.6099816,5.5141067,Nightexpress,"London, England - Frankfort, Germany",Beechcraft 99,2,2,0
07-04-1999,"Villavicencio, Colombia",4.1491688,-73.6285475,LANC Colombia,Villavicencio - Mitu,Douglas DC-6A,18,5,0
07-07-1999,"Near Kathmandu, Nepal",27.7172453,85.3239605,Lufthansa Cargo Airlines,Kathmandu - New Delhi,Boeing 727-243F,5,5,0
07-09-1999,"Toluca , Mexico",19.2826098,-99.6556653,Aero Jet Express,Los Mochis - Toluca,Hawker Siddeley HS-125,4,4,0
07/16/1999,"Off Martha's Vineyard, Massachusetts",41.3804981,-70.645473,Private,"Fairfield, N.J. - Martha's Vineyard, MA",Piper PA-32-R301 Saratoga II HP,3,3,0
07/20/1999,"Near Bluefields, Nicaragua",12.0111402,-83.7703693,La Costena,Managua - Bluefields,Cessna 208B Grand Caravan,16,16,0
07/23/1999,"Tokyo, Japan",35.6761919,139.6503106,All Nippon Airways,"Tokyo, Japan - Chitose, Japan",Boeing B-747,517,1,0
07/23/1999,"Near Orito, Colombia",0.6766345,-76.8796061,Military - U.S. Army,,de Havilland Canada DHC-7-102,7,7,0
07/24/1999,"Nasevou Village, Fiji",-18.1053736,178.403294,Air Fiji,Nausori - Nadi,Embraer 110P1 Bandeirante,17,17,0
07/31/1999,"Marine City, Michigan",42.7194778,-82.492132,Private,Sky Diving,Beech King Air 65-A90,10,10,0
08-07-1999,"Santo Antao, Cape Verde Islands",17.091237,-25.141484,TACV-Cabo Verde Airlines,Sao Vicente - Santo Antao,Dornier 228-201,18,18,0
08-12-1999,"Sept-Îles, Canada",50.2132968,-66.3757921,Regionnair,Port-Menier - Sept-Iles,Beechcraft 1900D,4,1,0
08/22/1999,"Hong Kong, China",22.3193039,114.1693611,China Airlines (Taiwan),Bangkok - Hong Kong,McDonnell Douglas MD-11,315,3,0
08/24/1999,"Hualian, Taiwan",23.9871589,121.6015714,Uni Air,Taipei - Hualian,McDonnell Douglas MD-90-30,96,1,0
08/26/1999,"Turtkul, Uzbekistan",41.5518741,60.990675,Uzbekistan Airways,Tashkent - Turtkul,Yakovlev YAK-40,33,2,0
08/31/1999,"Buenos Aires, Argentina",-34.6036844,-58.3815591,"LAPA, Lineas Aereas Privadas Argentinas",Buenos Aires - Cordoba,Boeing B-737-204C,103,64,10
09-01-1999,"Mount Meru, Tanzania",-3.2392763,36.7626981,Northern Air (Tanzania),Serener Airstrip - Kilimanjaro IAP,Cessna 404 Titan II,12,12,0
09-03-1999,"Glasgow, Scotland",55.864237,-4.251806,Edinburgh Air Charter,Glasgow - Aberdeen,Cessna 404 Titan Ambassador,11,8,0
09-05-1999,"Westerly, Rhode Island",41.3775987,-71.8272871,Air Taxi - New England Airlines,"Westerly, RI - Block Island, RI",Piper PA-32-260,5,3,0
09-05-1999,"Near Kathmandu, Nepal",27.7172453,85.3239605,Necon Air,Pokhara - Kathmandu,Hawker Siddeley HS-748-501 Super 2B,15,15,0
09/14/1999,"Bucharest, Romania",44.4267674,26.1025384,Greek Government,Athens - Bucharest,Dassault Falcon 900B,13,7,0
09/14/1999,"Belelm, Brazil",-1.4563432,-48.501299,Norte Jet Táxi Aéreo,Belem - Monte Dourado,Embraer 110 Bandeirante,2,2,0
09/17/1999,"Mt. Hidalgo, Mexico",20.1307262,-98.7340069,Military - Mexican Air Force,Test flight,Lockheed C-130A Hercules,5,5,0
09/25/1999,"Mt. Mauna Loa, Hawaii",19.4721389,-155.5922066,Big Island Airlines,Sightseeing,Piper PA-31-350 Navajo Chieftain,10,10,0
10-02-1999,"Dhahran, Saudi Arabia",26.2361248,50.0393017,Aramco Associated Company,,Bell 214ST helicopter,20,12,0
10/24/1999,"Off Genova, Italy",44.4056499,8.946256,Avioriprese Jet Executive,Napoli - Genoa,Learjet 35A,3,3,0
10/24/1999,"San Carlos, Venezuela",9.6598946,-68.5812895,Military - Venezuelan Army,La Carlota - Acarigua,Arava 201,6,6,0
10/25/1999,"Aberdeen, South Dakota",45.4646985,-98.4864829,Private charter,"Orlando, FL - Dallas, TX",Gates Learjet 35,6,6,0
10/31/1999,"Off Nantucket Island, Massachusetts",41.2834704,-70.099451,EgyptAir,New York City - Cairo,Boeing B-767-366ER,217,217,0
10/31/1999,"Charllis, Idaho",44.5046445,-114.2317308,Air Taxi - Stanley Air Taxi,,Cessna U206F,4,4,0
01-04-2001,"Zheng Zou AB, China",35.86166,104.195397,Military - People's Liberation Army,Training,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16,16,6
11-09-1999,"Near Uruapan, Mexico",19.4064492,-102.0430476,TAESA,Uruapan - Mexico City,McDonnell Douglas DC-9-31,18,18,0
11-12-1999,"Near Pristina, Kosovo",42.6629138,21.1655028,Si Fly - U.N. charter,Rome - Pristina,Aerospatiale Alenia ATR-42,24,24,0
11/26/1999,"Nairobi, Kenya",-1.2920659,36.8219462,DHL Aviation Africa,"Nairobi - Dar Es Salaam, Tanzania",Cessna 208 Caravan I,4,4,0
12-05-1999,"Moscow, Russia",55.755826,37.6173,Tashkent Aircraft Production Corporation,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,7,5,0
12-06-1999,"Johannesburg, South Africa",-26.2041028,28.0473051,Charter - Flightline Charter Services,"Johannesburg, South Africa  - Oranjemund, Namibia",Piper PA-31-350,9,9,0
12-07-1999,"Bethel, Alaska",60.794259,-161.7694402,Air Taxi - Grant Aviation Inc.,,Cessna 207,6,6,0
12-07-1999,"Near Bayombang, Philippines",16.4804228,121.1481284,Asian Spirit,Manila - Cauayan,Let 410UVP,17,17,0
12-09-1999,"Near Branson, Missouri",36.6436731,-93.2185144,College of the Ozarks,Saint Louis - Branson,Cessna 525 Citation,6,6,0
12-09-1999,"Near Sundsvall, Sweden",62.390811,17.306927,Charter - Twin Air HB,Sundsvall - Gothenburg,Piper PA-31-350,8,8,0
12-10-1999,"Kuwait City, Kuwait",29.375859,47.9774052,Military - U.S. Air Force,,Lockheed C-130H,94,3,0
12-11-1999,"Sao Jorge, Azores (Portugal)",38.6409678,-28.0303189,SATA,Ponta Delgada - Horta,British Aerospace APT,35,35,0
12/21/1999,"Guatemala City, Guatemala",14.6349149,-90.5068824,Cubana de Aviacon,Havana - Guatemala City,McDonnell Douglas DC-10-30,314,16,2
04-05-2000,"Marianna, Florida",30.7743596,-85.2268735,Bankair,Opa-Locka - Marianna,Learjet 35A,3,3,0
04/19/2000,"Bukavu, DemocratiRepubliCongo",-2.5123017,28.8480284,Kivu Air Services,,Cessna 208B Caravan I,2,2,0
12/22/1999,"Great Hallingbury, United Kingdom",51.8553402,0.1945479,Korean Air,"London, England - Milan, Italy",Boeing 747-2B5F,4,4,0
12/24/1999,"Amritsar, India / Kandahar, Afghanistan",31.6339793,74.8722642,Indian Airlines,Kathmandu - New Delhi,Airbus A300B2-101,189,1,0
12/25/1999,"Bejuma, Venezuela",10.1771427,-68.2594012,Cubana de Aviacion,Havana - Valencia,Yakovlev YAK-42D,22,22,0
12/25/1999,"Near Simara, Nepal",27.1902036,84.9921549,Skyline Airways,Simara - Kathmandu,de Havilland Canada DHC-6 Twin Otter,10,10,0
12/29/1999,"Near Zonguldak, Turkey",41.453521,31.78938,Ecuato Guineana de Aviacion,"Kiev, Russia - Tehran, Iran",Antonov 28,6,6,0
01-05-2000,"Abuja, Nigeria",9.0764785,7.398574,Skypower Express Airways,Lagos - Abuja,Embraer 110P1A Bandeirante,16,1,1
01-10-2000,"Niederhasli, Switzerland",47.4788154,8.4871839,Crossair,Zürich - Dresden,Saab 340B,10,10,0
01/13/2000,"Off Marsa el-Brega, Libya",30.41,19.57,Avisto,Tripoli IAP - Marsa el-Brega,Shorts 360-300,41,22,0
01/15/2000,"San Jose, Costa Rica",9.9280694,-84.0907246,TACA,San Jose - Tortuguero,Let 410UVP-E,20,5,0
01/25/2000,"Near Ankara, Turkey",39.9333635,32.8597419,Top Air - Air Taxi,Ankara - Istanbul,Beechcraft King Air C90,4,4,0
01/30/2000,"Off Abidjan, Ivory Coast",5.3599517,-4.0082563,Kenya Airways,Abidjan - Lagos,AirbusA310-304,179,169,0
04/19/2000,"Pepa ,Congo",-7.70989,29.776951,Military - Centrafricain Airlines,"Pepa, Congo - Kigali, Rwanda",Antonov AN-8,24,24,0
07-02-2000,"Off Cagayancillo, Philippines",9.634473,121.2397438,Military - Philippine Air Force,Cagayancillo - Puerto Princesa,GAF Nomad N-22C,15,14,0
01/31/2000,"Off Point Mugu, California",34.0855624,-119.060935,Alaska Airlines,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,88,88,0
02-02-2000,"Tehran, Iran",35.7218583,51.3346954,Military - IslamiRepubliof Iran Air Force,Training,Lockheed C-130 Hercules,8,8,0
02-05-2000,"Iliamna, Alaska",59.7550859,-154.8711331,"Air Taxi - Iliamna, Air Taxi Inc.","Ilianma, AK - Koliganek, AK",Cessna U206G,6,6,0
02/16/2000,"Sacramento, California",38.5815719,-121.4943996,Emery Worldwide,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,3,3,0
03-05-2000,"Burbank, Calilfornia",34.1808392,-118.3089661,Southwest Airlines,Las Vegas - Burbank,Boeing B-737-3T5,142,0,0
03-09-2000,"Moscow, Russia",55.755826,37.6173,Vologodskiye Airlines,Moscow - Kiev,Yakovlev YAK-40,9,9,0
03/17/2000,"Ennadai Lake, Canada",60.8842854,-101.1994594,Points North Air Services,"Points North Landing, SK - Ennadai Lake",Douglas C-47A-5-DK,2,2,0
03/17/2000,"Near Kuna Yala, Panama",9.238865,-78.2248291,Aeroperlas,Panama City - Puerto Obaldia,de Havilland Canada DHC-6 Twin Otter 300,10,10,0
03/22/2000,"Herreira, Spain",37.3606485,-4.8478124,Military - Ejército del Aire,Sevilla - Herreira,CASA 212-DE Aviocar 200,,,
03/24/2000,"Kadirana, Sri Lanka",7.210492,79.8809026,Sky Cabs,Bangkok - Colombo,Antonov AN-12 (freighter),8,6,2
03/25/2000,"Huambo, Angola",-12.7739761,15.7468535,Uralex,Huambo - Luanda,Antonov AN-32,33,3,0
04-01-2000,"Near Gualeguaychu, Argentina",-33.0077778,-58.5111667,Taxval,,Cessna 208 Caravan,1,1,0
06/23/2000,"Boca Raton, Florida",26.3683064,-80.1289321,Universal Jet Aviation,Boca Raton - Fort Pierce,Learjet 55,3,3,
04/19/2000,"Samal Island, Philippines",7.103312,125.7188463,Air Philippines,Manila - Davao,Boeing B-737-2H4,131,131,0
04/29/2000,"Bapi, Papua New Guinea",-1.955492,147.213931,North Coast Aviation,,Britten-Norman BN-2A-20 Islander,4,4,0
05-02-2000,"Lyon Satolas, France",45.7235661,5.0845928,Northern Executive Aviation,,Learjet 35A,5,2,0
05-03-2000,"Kurupung, Guyana",4.860416,-58.93018,Trans Guyana Airways,,Britten-Norman BN-2A-9 Islander,1,1,0
05-10-2000,"Kaunakakai, Hawaii",21.0909869,-157.0186282,Price Aircraft Company,Kahului - Hoolehua,Rockwell Sabreliner 65,6,6,0
05/17/2000,"Moanda, Gabon",-1.5370282,13.2432632,Avirex,Libreville - Moanda,Beechcraft 1900C-1,10,3,0
